Date,Sales,Num_Employees,Num_Customers,Pct_On_Sale,TouristEvent,Num_Customers_Clean,Day_of_Week,Is_Weekend,Month,Quarter,Day_of_Year,Is_Black_Friday,Is_Memorial_Day,Is_Holiday,Holiday_Nearby,Is_Tourist_Event,Event_Nearby,Lag_Customers_1,Lag_Customers_7,Lag_Customers_14,Rolling_Mean_7,Rolling_Std_7,Rolling_Mean_30,DayOfWeek,DayOfMonth,WeekOfYear,DayOfYear,Year,DoW_sin,DoW_cos,Month_sin,Month_cos,DayOfYear_sin,DayOfYear_cos,lag_1,lag_2,lag_3,lag_7,lag_14,lag_30,lag_365,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,rolling_mean_60,rolling_std_60,Days_Since_Start,Trend,is_black_friday,is_christmas,is_new_year,is_holiday,lag_7_14_avg,lag_7_21_avg
2012-07-11,61280,23,188,11.45,,188.0,3,0,7,3,193,0,0,0,0,0,0,175.0,255.0,248.2233714285714,239.42857142857144,65.08675529080946,247.3522792397661,2,11,28,193,2012,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,-0.17976658572556214,-0.9837092937736098,55134.0,58618.0,52975.0,56826.0,,,,57948.28571428572,7100.489671243005,55115.454545454544,7874.655705027824,55115.454545454544,7874.655705027824,55115.454545454544,7874.655705027824,10,0.014005602240896359,0,0,0,0,,
2012-07-12,55462,29,205,9.43,,205.0,4,0,7,3,194,0,0,0,0,0,0,188.0,216.0,248.2233714285714,229.8571428571429,67.30385965016808,247.3522792397661,3,12,28,194,2012,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,-0.19667288979357622,-0.9804691603616321,61280.0,55134.0,58618.0,55282.0,,,,57974.0,7089.541945711305,55144.333333333336,7508.856048128447,55144.333333333336,7508.856048128447,55144.333333333336,7508.856048128447,11,0.015406162464985995,0,0,0,0,,
2012-07-13,58950,28,213,7.96,,213.0,5,0,7,3,195,0,0,0,0,0,0,205.0,246.0,248.2233714285714,228.28571428571428,67.8078517717879,247.3522792397661,4,13,28,195,2012,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,-0.2135209154397959,-0.9769384927771817,55462.0,61280.0,55134.0,71907.0,,,,56123.0,3750.7845845902743,55437.07692307692,7266.252615820831,55437.07692307692,7266.252615820831,55437.07692307692,7266.252615820831,12,0.01680672268907563,0,0,0,0,,
2012-07-14,58198,26,275,10.2,,275.0,6,1,7,3,196,0,0,0,0,0,0,213.0,367.0,248.2233714285714,223.57142857142856,67.51754622036441,247.3522792397661,5,14,28,196,2012,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,-0.23030567023061196,-0.973118337233262,58950.0,55462.0,61280.0,50442.0,,,,57231.0,2823.9607527962153,55634.28571428572,7020.077486188305,55634.28571428572,7020.077486188305,55634.28571428572,7020.077486188305,13,0.018207282913165267,0,0,0,0,,
2012-07-15,54487,34,209,7.37,,209.0,7,1,7,3,197,0,0,0,0,0,0,275.0,242.0,238.0,210.42857142857144,37.00386080243126,247.3522792397661,6,15,28,197,2012,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,-0.24702218048093527,-0.9690098257244063,58198.0,58950.0,55462.0,52975.0,53618.0,,,57447.0,2481.1937315198434,55696.357142857145,7004.703140990815,55557.8,6771.198756497995,55557.8,6771.198756497995,14,0.0196078431372549,0,0,0,0,53296.5,
2012-07-16,53061,15,180,10.01,,180.0,1,0,7,3,198,0,0,0,0,0,0,209.0,175.0,213.0,205.7142857142857,34.31576064392894,247.3522792397661,0,16,29,198,2012,0.0,1.0,-0.4999999999999997,-0.8660254037844388,-0.2636654927280072,-0.9646141756912435,54487.0,58198.0,58950.0,58618.0,50357.0,,,56653.142857142855,2898.0517840192542,55889.5,6882.365277118928,55401.75,6571.312608604159,55401.75,6571.312608604159,15,0.02100840336134454,0,0,0,0,54487.5,
2012-07-17,54143,15,188,7.96,,188.0,2,0,7,3,199,0,0,0,0,0,0,180.0,175.0,258.0,206.42857142857144,33.61476432986516,247.3522792397661,1,17,29,199,2012,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,-0.2802306751992161,-0.9599326896597445,53061.0,54487.0,58198.0,55134.0,39831.0,,,56511.57142857143,3006.796460085217,56911.78571428572,5161.35238954007,55327.705882352944,6369.966098464593,55327.705882352944,6369.966098464593,16,0.022408963585434174,0,0,0,0,47482.5,
2012-07-18,61069,17,197,6.62,,197.0,3,0,7,3,200,0,0,0,0,0,0,188.0,188.0,255.0,208.28571428571428,31.904619758034357,247.3522792397661,2,18,29,200,2012,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,-0.2967128192734901,-0.9549667548552553,54143.0,53061.0,54487.0,61280.0,56826.0,,,56481.42857142857,2951.576802159764,57214.857142857145,5279.156399057931,55646.666666666664,6326.20460512323,55646.666666666664,6326.20460512323,17,0.023809523809523808,0,0,0,0,59053.0,
2012-07-19,68382,24,217,9.35,,217.0,4,0,7,3,201,0,0,0,0,0,0,197.0,205.0,216.0,209.57142857142856,31.122645254204247,247.3522792397661,3,19,29,201,2012,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,-0.3131070409358267,-0.9497178427914317,61069.0,54143.0,53061.0,55462.0,55282.0,,,58327.142857142855,5307.362352699988,58150.57142857143,6019.293885425509,56316.94736842105,6806.888532734764,56316.94736842105,6806.888532734764,18,0.025210084033613446,0,0,0,0,55372.0,
2012-07-20,53759,32,217,8.83,,217.0,5,0,7,3,202,0,0,0,0,0,0,217.0,213.0,246.0,211.28571428571428,31.159344696330777,247.3522792397661,4,20,29,202,2012,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,-0.3294084822245302,-0.9441875088341994,68382.0,61069.0,54143.0,58950.0,71907.0,,,57585.57142857143,5562.35938720081,56854.28571428572,4620.491689263107,56189.05,6649.982615529316,56189.05,6649.982615529316,19,0.02661064425770308,0,0,0,0,65428.5,
2012-07-21,61388,31,305,7.11,,305.0,6,1,7,3,203,0,0,0,0,0,0,217.0,275.0,367.0,211.8571428571429,31.232614211368627,247.3522792397661,5,21,29,203,2012,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,-0.3456123126707333,-0.9383773917408642,53759.0,68382.0,61069.0,58198.0,50442.0,,,58041.28571428572,5748.459466508853,57636.142857142855,4371.3685035016915,56436.619047619046,6580.140913963702,56436.619047619046,6580.140913963702,20,0.028011204481792718,0,0,0,0,54320.0,
