Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,76,0,0,0,0.0,0.0,0.0,0.0
2,94,0,0,0,0.0,0.0,0.0,0.0
3,169,0,0,0,0.0,0.0,0.0,0.0
4,101,0,0,0,0.0,0.0,0.0,0.0
5,72,0,0,0,0.0,0.0,0.0,0.0
6,50,0,0,0,0.0,0.0,0.0,0.0
7,38,0,0,0,0.25,0.0,0.0,0.0
