Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,41,41,0,6,0.0,738.0,480.0,309.6600000000001
2,50,49,0,7,0.0,882.0,560.0,383.7400000000001
3,82,82,9,4,0.0,1422.0,860.0,661.5400000000002
4,64,64,4,6,0.0,1130.0,720.0,489.10000000000014
5,42,41,1,5,0.0,732.0,460.0,323.24
6,31,31,4,1,0.0,534.0,375.0,196.3800000000001
7,33,31,4,1,0.0,534.0,375.0,196.3800000000001
