algorithm,mean_profit,std_profit
pso,1055.82,82.31249965831435
de,780.5,56.787410576641015
genetic,464.56,86.39656474652217
simulated_annealing,375.26,88.5794129580909
hill_climbing,335.8,103.2368151387866
random,109.04,33.60890358223547
