algorithm,pr_type,mean_profit
de,coarse,0.06291293119865964
de,fine,0.062083044900864734
genetic,coarse,0.08396526383534325
genetic,fine,0.0822857277416644
hill_climbing,coarse,-0.47549975926253907
hill_climbing,fine,-0.47549975926253907
pso,coarse,0.08472609648195689
pso,fine,0.08287552779230724
random,coarse,-0.0911282684010416
random,fine,-0.090075430592562
simulated_annealing,coarse,-0.5407901997893994
simulated_annealing,fine,-0.539617183823814
