Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,65,0,0,0,0.0,0.0,0.0,0.0
2,78,0,0,0,0.0,0.0,0.0,0.0
3,117,117,20,0,0.0,1638.0,1200.0,552.6600000000001
4,95,0,0,0,0.0,0.0,0.0,0.0
5,75,75,13,0,0.0,1050.0,780.0,343.5
6,58,0,0,0,0.0,0.0,0.0,0.0
7,54,0,0,0,0.0,0.0,0.0,0.0
