objective,algorithm,mean_profit,std_profit,best_profit,worst_profit
O2,pso,1045.17,80.68457783244577,1149.0,773.0
O2,de,788.87,57.49063488951918,908.0,635.0
O2,genetic,452.75,82.25379930434825,620.0,220.0
O2,simulated_annealing,375.56,92.26237803135145,615.0,206.0
O2,hill_climbing,341.18,99.5127509417763,615.0,17.0
O2,random,118.37,41.574187905478084,254.0,31.0
