algorithm,mean_profit,std_profit
pso,2835.371335088386,53.45685884615693
de,2471.8805126419893,33.67449561168686
genetic,2441.3699194924375,7.627330512665517
random,1185.6091998052602,2.6951323503799283
simulated_annealing,-2500000882.5015326,7.207687832837901
hill_climbing,-4500000589.235071,0.0
