Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,93,91,0,13,0.0,1547.0,1235.0,420.0
2,77,76,1,10,0.0,1274.0,860.0,503.0
3,87,84,0,12,0.0,1428.0,960.0,568.0
4,113,110,2,14,0.0,1834.0,1240.0,723.0
5,99,98,0,14,0.0,1666.0,1120.0,663.0
6,107,105,0,15,0.0,1785.0,1200.0,710.0
7,119,119,0,17,0.0,2023.0,1615.0,550.0
