store,objective,pr_type,algorithm,mean_profit,std_profit
philadelphia,O3,coarse,random,0.3319629511443697,0.01913728173162822
philadelphia,O3,coarse,hill_climbing,0.2612073127082125,0.08929930435234831
philadelphia,O3,coarse,simulated_annealing,0.20471052333621226,0.08653831039094138
philadelphia,O3,coarse,genetic,0.43628643962824337,0.017852189690810042
philadelphia,O3,coarse,pso,0.5190416262402249,0.0261456069899288
philadelphia,O3,coarse,de,0.467507785401328,0.013650209929625295
philadelphia,O3,fine,random,0.33133796846152846,0.019322084532125496
philadelphia,O3,fine,hill_climbing,0.2612073127082125,0.08929930435234831
philadelphia,O3,fine,simulated_annealing,0.19928268456606463,0.08927531044434926
philadelphia,O3,fine,genetic,0.4355240100598669,0.018981853925418544
philadelphia,O3,fine,pso,0.5199908031907198,0.018630059925335812
philadelphia,O3,fine,de,0.46416414318238175,0.019104163357746083
