objective,algorithm,mean_profit,std_profit,best_profit,worst_profit
O3_WEIGHTED,pso,0.04922820016062155,0.0036969969396732816,0.05371625017602967,0.041432734272668935
O3_WEIGHTED,de,0.036345373321383934,0.002477692059702305,0.04052760292654127,0.03234821233392079
O3_WEIGHTED,genetic,0.02211972404438717,0.003963709029353497,0.028815748925998003,0.013006984621929497
