algorithm,mean_profit,std_profit
pso,0.19314150803414845,0.0006123069358655716
genetic,0.18880371398109064,0.0013627207039626104
de,0.15888844968653182,0.0012344824157877008
random,0.046927652515073394,0.0004401328308853749
hill_climbing,-0.2488806309440546,0.0
simulated_annealing,-0.3183717158370838,0.0007446037922420875
