Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,109,21,0,3,0.0,357.0,285.0,97.0
2,88,21,0,3,0.1,399.0,240.0,144.0
3,104,21,0,3,0.05,378.0,240.0,144.0
4,150,21,0,3,0.0,357.0,240.0,142.0
5,136,21,0,3,0.1,399.0,240.0,144.0
6,147,21,0,3,0.1,399.0,240.0,144.0
7,163,21,0,3,0.0,357.0,285.0,97.0
