Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,41,41,7,0,0.0,697.0,420.0,325.7900000000001
2,50,50,0,8,0.0,900.0,640.0,323.0000000000001
3,82,82,0,12,0.0,1476.0,960.0,619.3200000000002
4,64,63,0,9,0.0,1134.0,720.0,493.3800000000001
5,42,42,0,6,0.0,756.0,480.0,328.9200000000001
6,31,0,0,0,0.0,0.0,0.0,0.0
7,33,0,0,0,0.0,0.0,0.0,0.0
