algorithm,pr_type,mean_profit
de,coarse,0.07594238269782963
de,fine,0.07411843559177003
genetic,coarse,-0.0256850346729754
genetic,fine,-0.026816833551981743
hill_climbing,coarse,-0.8573090623468627
hill_climbing,fine,-0.8573090623468627
pso,coarse,0.08475058078492428
pso,fine,0.08650769081220375
random,coarse,-0.2854243350055176
random,fine,-0.28533302410648687
simulated_annealing,coarse,-0.9061320321673664
simulated_annealing,fine,-0.9094040299042021
