objective,algorithm,mean_profit,std_profit,best_profit,worst_profit
O2,pso,1055.82,82.31249965831435,1149.0,865.0
O2,de,780.5,56.787410576641015,888.0,635.0
O2,genetic,464.56,86.39656474652217,620.0,220.0
O2,simulated_annealing,375.26,88.5794129580909,615.0,206.0
O2,hill_climbing,335.8,103.23681513878661,558.0,17.0
O2,random,74.86,38.87827671078028,171.0,-17.0
