Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,41,0,0,0,0.0,0.0,0.0,0.0
2,50,48,8,0,0.0,816.0,480.0,393.1200000000001
3,82,78,13,0,0.0,1326.0,780.0,638.8200000000002
4,64,60,10,0,0.0,1020.0,600.0,491.4000000000001
5,42,0,0,0,0.0,0.0,0.0,0.0
6,31,0,0,0,0.3,0.0,0.0,0.0
7,33,0,0,0,0.0,0.0,0.0,0.0
