Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,109,109,3,13,0.05,1926.0,1445.0,513.0
2,88,84,0,12,0.0,1428.0,960.0,568.0
3,104,104,1,14,0.05,1860.0,1180.0,711.0
4,150,147,0,21,0.05,2646.0,1680.0,1010.0
5,136,136,10,11,0.0,2194.0,1480.0,868.0
6,147,147,0,21,0.1,2793.0,1680.0,1010.0
7,163,163,5,19,0.05,2874.0,2155.0,767.0
