objective,algorithm,mean_profit,std_profit,best_profit,worst_profit
O1,pso,9665.52710223466,740.291623721926,10741.639774812838,8150.887044889971
O1,de,7352.463840501869,367.7868546699311,7973.5964779480355,6761.059097887605
O1,hill_climbing,2826.6814877493916,544.8865615030279,3786.8201733166657,1387.0089589547972
O1,simulated_annealing,2785.7754261757514,412.94708433125237,3557.3759468312983,1800.6951530618685
O1,random,2669.852688210119,206.02357969954087,3268.2096963823815,2411.6132535450033
O1,genetic,2636.358298721245,170.39537924158586,2973.841290399978,2321.5733041154413
