Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,93,93,5,9,0.0,1491.0,1205.0,390.0
2,77,77,0,11,0.0,1309.0,880.0,521.0
3,87,84,0,12,0.0,1428.0,960.0,568.0
4,113,112,0,16,0.0,1904.0,1280.0,757.0
5,99,98,0,14,0.0,1666.0,1120.0,663.0
6,107,105,0,15,0.0,1785.0,1200.0,710.0
7,119,119,0,17,0.0,2023.0,1615.0,550.0
