algorithm,mean_profit,std_profit
pso,2093.49,5.600285706997347
genetic,1985.74,18.158502140870425
de,1777.28,7.537758287448494
random,1749.345,6.300321420372035
hill_climbing,1655.1999999999998,0.5091168824544139
simulated_annealing,1464.275,10.033845225036906
