Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,192,7,0,1,0.05,119.0,95.0,26.0
2,156,28,0,4,0.1,504.0,320.0,165.0
3,195,21,0,3,0.15,399.0,240.0,123.0
4,213,21,0,3,0.3,462.0,240.0,106.0
5,178,28,0,4,0.0,476.0,320.0,189.0
6,197,28,0,4,0.05,476.0,320.0,164.0
7,204,28,0,4,0.1,504.0,380.0,105.0
