Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,57,0,0,0,0.2,0.0,0.0,0.0
2,46,14,0,2,0.0,252.0,160.0,110.0
3,50,14,0,2,0.05,266.0,160.0,110.0
4,64,14,0,2,0.0,252.0,160.0,110.0
5,57,14,0,2,0.3,336.0,160.0,92.0
6,66,14,0,2,0.25,308.0,160.0,87.0
7,70,21,0,3,0.0,378.0,285.0,119.0
