algorithm,mean_profit,std_profit
pso,0.09750045429250524,0.00372393358859543
genetic,0.09472736632910023,0.002208415400918531
de,0.08312806418299679,0.0014140814014001605
random,-0.09417747996259673,0.00029825396745971575
hill_climbing,-0.5393139580842603,0.0
simulated_annealing,-0.6021358913570627,0.0022389676868457367
