Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,57,14,0,2,0.0,252.0,190.0,80.0
2,46,14,0,2,0.1,266.0,160.0,96.0
3,50,14,0,2,0.05,266.0,160.0,110.0
4,64,21,0,3,0.0,378.0,240.0,164.0
5,57,14,0,2,0.05,266.0,160.0,110.0
6,66,21,0,3,0.0,378.0,240.0,164.0
7,70,21,0,3,0.05,399.0,285.0,121.0
