Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,76,21,0,3,0.05,378.0,240.0,144.23699999999997
2,94,30,5,0,0.0,450.0,300.0,181.5
3,169,12,2,0,0.05,192.0,120.0,75.168
4,101,39,3,3,0.0,627.0,420.0,250.8900000000001
5,72,13,1,1,0.0,209.0,140.0,83.63000000000002
6,50,7,0,1,0.05,126.0,95.0,33.07899999999998
7,38,13,1,1,0.0,209.0,165.0,58.630000000000024
