Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,93,0,0,0,0.05,0.0,0.0,0.0
2,77,21,0,3,0.2,420.0,240.0,120.0
3,87,21,0,3,0.3,462.0,240.0,106.0
4,113,28,0,4,0.0,476.0,320.0,189.0
5,99,0,0,0,0.05,0.0,0.0,0.0
6,107,21,0,3,0.2,420.0,240.0,120.0
7,119,14,0,2,0.25,294.0,190.0,46.0
