start_date,end_date,lucro_otimo,unidades,hr_cost,J,X,PR,clientes_reais,clientes_previstos
2013-07-01,2013-07-07,2866.0,9042,5200.0,"[3, 9, 10, 0, 14, 0, 15]","[0, 0, 0, 13, 0, 10, 0]","[0.13531184649133546, 2.1059440623573726e-05, 0.0, 0.03465456865451851, 0.04019123611758209, 0.0, 0.3]","[62, 70, 76, 90, 99, 119, 86]","[20.318403244018555, 55.4985237121582, 62.476322174072266, 92.60774230957031, 85.26797485351562, 110.01748657226562, 91.24520874023438]"
2013-07-02,2013-07-08,3774.0,11251,6355.0,"[3, 4, 7, 5, 15, 9, 7]","[8, 7, 6, 9, 4, 3, 2]","[0.12586116974442454, 0.16052893673753085, 0.08234792484283276, 0.10590959264472959, 0.038334293926039965, 0.12155530498846892, 0.1153864718707188]","[70, 76, 90, 99, 119, 86, 62]","[72.27051544189453, 74.95191955566406, 85.7484130859375, 95.14242553710938, 116.12265014648438, 90.86981964111328, 59.6943359375]"
2013-07-03,2013-07-09,3998.0,10623,5960.0,"[11, 0, 16, 13, 8, 10, 10]","[0, 11, 0, 5, 5, 0, 0]","[0.0, 0.03790472249645216, 0.0, 0.03905151760589737, 0.037153537247184294, 0.3, 0.001888113991358433]","[76, 90, 99, 119, 86, 62, 63]","[67.72535705566406, 77.94231414794922, 93.44490051269531, 111.77340698242188, 87.14701843261719, 62.694217681884766, 57.331241607666016]"
2013-07-04,2013-07-10,3588.0,11952,5830.0,"[14, 13, 18, 11, 10, 10, 11]","[1, 1, 0, 3, 0, 0, 0]","[0.3, 0.3, 1.2273009170093881e-05, 0.3, 0.0, 0.0, 0.3]","[90, 99, 119, 86, 62, 63, 66]","[93.191162109375, 85.57943725585938, 110.45403289794922, 87.81136322021484, 60.91722869873047, 62.449989318847656, 65.80046081542969]"
2013-07-05,2013-07-11,3336.0,10062,5920.0,"[0, 19, 0, 0, 10, 10, 12]","[12, 0, 12, 9, 0, 0, 0]","[0.04068997970906516, 0.058936617017999224, 0.00027647137514974566, 0.0, 0.0, 0.3, 0.0]","[99, 119, 86, 62, 63, 66, 64]","[86.64826965332031, 109.28217315673828, 87.63789367675781, 62.0900764465332, 62.3477897644043, 65.29430389404297, 75.19901275634766]"
2013-07-06,2013-07-12,3040.0,10715,6205.0,"[15, 3, 7, 5, 4, 5, 6]","[3, 10, 3, 5, 6, 6, 7]","[0.08698328538800831, 0.1677897494743723, 0.12213906828402848, 0.21797469006635475, 0.16084114059411928, 0.1639382907953591, 0.04034798501317294]","[119, 86, 62, 63, 66, 64, 76]","[111.22454071044922, 86.96092987060547, 65.02031707763672, 62.32533645629883, 64.56453704833984, 71.7725601196289, 83.77397918701172]"
2013-07-07,2013-07-13,2928.0,9736,6090.0,"[15, 0, 0, 0, 12, 14, 19]","[0, 9, 9, 9, 0, 0, 0]","[0.0, 0.3, 0.0, 0.0, 0.0, 0.03899803641611066, 0.0]","[86, 62, 63, 66, 64, 76, 102]","[90.05902862548828, 62.1650505065918, 63.451881408691406, 65.56797790527344, 71.85931396484375, 84.8621597290039, 109.47354125976562]"
2013-07-08,2013-07-14,2591.0,10436,6165.0,"[9, 5, 5, 10, 5, 10, 10]","[2, 4, 5, 2, 8, 7, 4]","[0.08017772097484314, 0.1972394017579372, 0.08812506925215954, 0.21356034411823624, 0.17105664489586347, 0.16390537550736095, 0.17116094231810003]","[62, 63, 66, 64, 76, 102, 79]","[61.786624908447266, 62.852718353271484, 64.59915924072266, 73.83389282226562, 85.03343200683594, 108.8797607421875, 87.19878387451172]"
2013-07-09,2013-07-15,3097.0,9864,5600.0,"[10, 10, 0, 14, 18, 14, 10]","[0, 0, 10, 0, 0, 0, 0]","[0.0, 0.0, 0.3, 0.0, 0.03704831575204945, 0.0, 0.3]","[63, 66, 64, 76, 102, 79, 66]","[59.52096176147461, 62.29331588745117, 70.29792785644531, 83.22662353515625, 105.71088409423828, 86.94426727294922, 61.89071273803711]"
2013-07-10,2013-07-16,2931.0,10326,5745.0,"[3, 11, 8, 14, 12, 4, 8]","[6, 1, 5, 3, 2, 5, 2]","[0.1617438641820684, 0.12417047639158421, 0.11106678773183315, 0.16417142002386284, 0.13000695564521111, 0.12863821195728925, 0.22414423521937638]","[66, 64, 76, 102, 79, 66, 77]","[63.42645263671875, 72.59130859375, 85.92431640625, 105.96812438964844, 87.73666381835938, 61.29334259033203, 65.43421936035156]"
2013-07-11,2013-07-17,2746.0,10368,5500.0,"[12, 8, 18, 0, 10, 10, 8]","[0, 5, 0, 12, 0, 0, 0]","[0.3, 0.0, 0.3, 0.3, 0.0, 0.0, 0.11708027118435886]","[64, 76, 102, 79, 66, 77, 69]","[72.9414291381836, 84.62376403808594, 108.01044464111328, 85.15555572509766, 60.73249435424805, 63.91064453125, 49.80616760253906]"
2013-07-12,2013-07-18,2659.0,10523,5680.0,"[10, 6, 11, 6, 5, 2, 4]","[3, 10, 3, 2, 5, 5, 7]","[0.16385089666703578, 0.2646312879794622, 0.16086712266752756, 0.2462924446616094, 0.17419458685304373, 0.1675008155041907, 0.17640990445364585]","[76, 102, 79, 66, 77, 69, 70]","[82.39889526367188, 107.71310424804688, 86.19872283935547, 61.334556579589844, 64.27936553955078, 50.45226287841797, 75.1146469116211]"
