start_date,end_date,lucro_otimo,unidades,hr_cost,J,X,PR,clientes_reais,clientes_previstos
2013-07-01,2013-07-07,3236.0,9495,5705.0,"[3, 9, 2, 5, 7, 15, 15]","[0, 0, 7, 9, 6, 3, 0]","[0.0, 0.03566090841975012, 0.0, 0.0, 0.0, 0.039024145583724475, 0.16969450181917328]","[62, 70, 76, 90, 99, 119, 86]","[20.318403244018555, 55.4985237121582, 62.476322174072266, 92.60774230957031, 85.26797485351562, 110.01748657226562, 91.24520874023438]"
2013-07-02,2013-07-08,3693.0,11911,6575.0,"[10, 6, 13, 8, 3, 10, 7]","[2, 5, 1, 7, 14, 4, 3]","[0.12142575287784035, 0.10367298096215888, 0.19765678459793257, 0.1258275687245154, 0.11306492305427263, 0.16742894872535313, 0.11103353924627808]","[70, 76, 90, 99, 119, 86, 62]","[72.27051544189453, 74.95191955566406, 85.7484130859375, 95.14242553710938, 116.12265014648438, 90.86981964111328, 59.6943359375]"
2013-07-03,2013-07-09,3754.0,10584,5940.0,"[4, 13, 13, 5, 14, 10, 10]","[6, 0, 2, 12, 0, 0, 0]","[0.0, 0.0, 0.3, 0.0, 0.0, 0.03474460567014452, 0.0]","[76, 90, 99, 119, 86, 62, 63]","[67.72535705566406, 77.94231414794922, 93.44490051269531, 111.77340698242188, 87.14701843261719, 62.694217681884766, 57.331241607666016]"
2013-07-04,2013-07-10,3682.0,11732,6165.0,"[15, 8, 20, 8, 10, 0, 11]","[0, 5, 0, 6, 0, 9, 0]","[0.3, 0.035257913377330835, 0.3, 0.0, 0.00023998129033910823, 0.17549319421310128, 0.0]","[90, 99, 119, 86, 62, 63, 66]","[93.191162109375, 85.57943725585938, 110.45403289794922, 87.81136322021484, 60.91722869873047, 62.449989318847656, 65.80046081542969]"
2013-07-05,2013-07-11,3178.0,10863,6225.0,"[8, 8, 8, 6, 6, 2, 8]","[6, 9, 6, 4, 4, 7, 4]","[0.06827683443105129, 0.11645653172107194, 0.16478635285052334, 0.07875916759720367, 0.10430639461024194, 0.16500233479206503, 0.21328793012133823]","[99, 119, 86, 62, 63, 66, 64]","[86.64826965332031, 109.28217315673828, 87.63789367675781, 62.0900764465332, 62.3477897644043, 65.29430389404297, 75.19901275634766]"
2013-07-06,2013-07-12,3078.0,10546,6230.0,"[8, 6, 4, 7, 4, 7, 7]","[9, 8, 6, 3, 6, 4, 6]","[0.11621760959244394, 0.1254558484037648, 0.17051033990352504, 0.11763842363120963, 0.1065738830398375, 0.10928566936427846, 0.03742307032794985]","[119, 86, 62, 63, 66, 64, 76]","[111.22454071044922, 86.96092987060547, 65.02031707763672, 62.32533645629883, 64.56453704833984, 71.7725601196289, 83.77397918701172]"
2013-07-07,2013-07-13,2800.0,9753,6160.0,"[0, 10, 0, 11, 3, 14, 11]","[13, 0, 9, 0, 8, 0, 6]","[0.0, 0.0, 0.2712833808452887, 0.11427804420165802, 0.0, 0.0, 0.0]","[86, 62, 63, 66, 64, 76, 102]","[90.05902862548828, 62.1650505065918, 63.451881408691406, 65.56797790527344, 71.85931396484375, 84.8621597290039, 109.47354125976562]"
2013-07-08,2013-07-14,2634.0,9979,6325.0,"[6, 6, 5, 8, 9, 7, 11]","[4, 3, 5, 4, 4, 12, 3]","[0.03792239337396477, 0.1727544572757507, 0.17075565186778127, 0.10399922065254191, 0.1336957172937292, 0.0363100812234794, 0.08763566047475141]","[62, 63, 66, 64, 76, 102, 79]","[61.786624908447266, 62.852718353271484, 64.59915924072266, 73.83389282226562, 85.03343200683594, 108.8797607421875, 87.19878387451172]"
2013-07-09,2013-07-15,3212.0,9148,5640.0,"[10, 0, 12, 14, 18, 14, 10]","[0, 9, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.03585593035677351, 0.0, 0.0, 0.0]","[63, 66, 64, 76, 102, 79, 66]","[59.52096176147461, 62.29331588745117, 70.29792785644531, 83.22662353515625, 105.71088409423828, 86.94426727294922, 61.89071273803711]"
2013-07-10,2013-07-16,3141.0,10264,5690.0,"[2, 12, 14, 18, 15, 10, 11]","[7, 0, 0, 0, 0, 0, 0]","[0.3, 0.0, 0.04074332140650056, 0.3, 0.00044793900915302844, 0.0, 0.039362369040631666]","[66, 64, 76, 102, 79, 66, 77]","[63.42645263671875, 72.59130859375, 85.92431640625, 105.96812438964844, 87.73666381835938, 61.29334259033203, 65.43421936035156]"
2013-07-11,2013-07-17,2912.0,10156,5540.0,"[12, 13, 3, 13, 10, 6, 8]","[0, 0, 13, 1, 0, 4, 0]","[0.3, 0.03924243065945716, 0.0, 0.3, 0.07610638412747237, 0.0, 0.3]","[64, 76, 102, 79, 66, 77, 69]","[72.9414291381836, 84.62376403808594, 108.01044464111328, 85.15555572509766, 60.73249435424805, 63.91064453125, 49.80616760253906]"
2013-07-12,2013-07-18,2919.0,9105,5885.0,"[1, 10, 0, 10, 0, 0, 12]","[11, 7, 12, 0, 9, 7, 0]","[0.0, 0.0, 0.0, 0.03589304464373762, 0.03677137177278137, 0.0, 0.0]","[76, 102, 79, 66, 77, 69, 70]","[82.39889526367188, 107.71310424804688, 86.19872283935547, 61.334556579589844, 64.27936553955078, 50.45226287841797, 75.1146469116211]"
2013-07-13,2013-07-19,3003.0,9787,5570.0,"[17, 6, 0, 10, 0, 12, 13]","[0, 7, 9, 0, 7, 0, 0]","[0.0, 0.036739472353926, 0.0, 0.3, 0.0, 0.3, 0.00024017840784279812]","[102, 79, 66, 77, 69, 70, 73]","[105.11536407470703, 84.7093734741211, 62.10063171386719, 62.50113296508789, 48.34915542602539, 74.56302642822266, 80.71620178222656]"
2013-07-14,2013-07-20,2938.0,9931,5595.0,"[9, 9, 8, 7, 9, 12, 13]","[5, 2, 2, 1, 3, 1, 2]","[0.1688673701176689, 0.23468315887478375, 0.11809793934820492, 0.08470809745370286, 0.03913829303184497, 0.07013039498099857, 0.16503703464529412]","[79, 66, 77, 69, 70, 73, 105]","[86.39982604980469, 65.56070709228516, 63.04872512817383, 48.022464752197266, 73.99162292480469, 81.89801025390625, 104.39905548095703]"
2013-07-15,2013-07-21,2539.0,8965,4800.0,"[0, 0, 8, 12, 13, 17, 13]","[0, 9, 0, 0, 0, 0, 0]","[0.3, 0.0, 0.0, 0.0, 0.03472510329194347, 0.3, 0.3]","[66, 77, 69, 70, 73, 105, 83]","[60.33195495605469, 63.51422882080078, 46.40114974975586, 74.30213928222656, 80.99172973632812, 104.64246368408203, 79.40392303466797]"
2013-07-16,2013-07-22,3126.0,10142,5510.0,"[0, 5, 12, 10, 14, 13, 10]","[9, 3, 0, 3, 3, 0, 0]","[0.0037290010210078986, 0.03968517894975476, 0.27673323187233706, 0.020954787567424943, 0.2609504759518445, 0.11530137142737693, 0.03626880489721742]","[77, 69, 70, 73, 105, 83, 72]","[64.25178527832031, 46.56914138793945, 74.62110137939453, 79.30774688720703, 104.65576934814453, 82.49220275878906, 60.96058654785156]"
2013-07-17,2013-07-23,2947.0,10445,6090.0,"[2, 6, 9, 16, 9, 6, 11]","[7, 6, 7, 1, 4, 3, 1]","[0.045713391465214734, 0.27256192277665403, 0.08717742357392808, 0.04066375203184926, 0.16575366673387937, 0.12298776551382441, 0.16655865290395408]","[69, 70, 73, 105, 83, 72, 70]","[57.15031433105469, 77.15984344482422, 83.21749877929688, 104.9793930053711, 82.96852111816406, 62.76436996459961, 72.85696411132812]"
2013-07-18,2013-07-24,2894.0,10895,6490.0,"[6, 8, 11, 5, 5, 5, 6]","[6, 6, 6, 8, 5, 6, 6]","[0.1205779964839896, 0.1245523718331604, 0.17232661347591882, 0.11801212415947321, 0.10307139209624835, 0.12066224999472096, 0.1657924809415551]","[70, 73, 105, 83, 72, 70, 70]","[80.44963836669922, 87.3116226196289, 107.75145721435547, 83.93104553222656, 63.321468353271484, 72.8888931274414, 77.02810668945312]"
2013-07-19,2013-07-25,2983.0,10726,5890.0,"[13, 17, 0, 11, 12, 13, 12]","[0, 0, 12, 0, 0, 0, 0]","[0.3, 0.3, 0.0, 0.0, 0.2418100499916569, 0.0, 0.0]","[73, 105, 83, 72, 70, 70, 58]","[79.38578033447266, 104.19937896728516, 82.69630432128906, 65.7352066040039, 73.4629898071289, 76.3179702758789, 75.47337341308594]"
