algorithm,mean_profit,std_profit
genetic,4524.0,93.12596308226883
pso,4502.475,33.34008473294578
random,4099.4,27.506453788157405
de,3962.125,15.874547237637863
hill_climbing,3450.05,3.747665940288348
simulated_annealing,3317.8,30.334880912902793
