algorithm,mean_profit,std_profit
pso,0.15811492258987014,
de,0.09175745042730821,
hill_climbing,0.007848664528751678,
random,0.004229975544111261,
genetic,0.00398605756146835,
simulated_annealing,0.003303640933789191,
