algorithm,pr_type,mean_profit
de,coarse,0.17026424686562194
de,fine,0.16862034991800615
genetic,coarse,0.17386595560571655
genetic,fine,0.17007039291725523
hill_climbing,coarse,-0.43524276224649305
hill_climbing,fine,-0.43524276224649305
pso,coarse,0.18759608803466127
pso,fine,0.18422350664384715
random,coarse,-0.015530566995387693
random,fine,-0.01295546249431448
simulated_annealing,coarse,-0.49673408200302127
simulated_annealing,fine,-0.5000801050387742
