Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,76,76,0,11,0.0,1292.0,880.0,502.44000000000005
2,94,94,16,0,0.0,1410.0,960.0,548.7
3,169,169,29,0,0.0,2535.0,1740.0,972.4500000000003
4,101,0,0,0,0.0,0.0,0.0,0.0
5,72,0,0,0,0.0,0.0,0.0,0.0
6,50,0,0,0,0.0,0.0,0.0,0.0
7,38,36,6,0,0.0,540.0,420.0,157.80000000000007
