Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,192,0,0,0,0.0,0.0,0.0,0.0
2,156,56,0,8,0.0,952.0,640.0,379.0
3,195,0,0,0,0.0,0.0,0.0,0.0
4,213,56,0,8,0.0,952.0,640.0,379.0
5,178,0,0,0,0.0,0.0,0.0,0.0
6,197,56,0,8,0.0,952.0,640.0,379.0
7,204,0,0,0,0.3,0.0,0.0,0.0
