start_date,end_date,lucro_otimo,unidades,hr_cost,J,X,PR,clientes_reais,clientes_previstos
2013-07-01,2013-07-07,4802.0,16708,10730.0,"[9, 0, 3, 20, 20, 10, 20]","[5, 13, 12, 4, 4, 20, 6]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0]","[105, 120, 129, 153, 168, 202, 146]","[87.6766586303711, 90.27943420410156, 101.28187561035156, 149.755126953125, 145.4429931640625, 201.59666442871094, 165.23147583007812]"
2013-07-02,2013-07-08,5186.0,16617,10140.0,"[13, 18, 9, 20, 15, 13, 17]","[0, 0, 11, 3, 16, 12, 0]","[0.0, 0.3, 0.08914617076862669, 0.0, 0.0, 0.0, 0.2982971325110559]","[120, 129, 153, 168, 202, 146, 105]","[81.10140228271484, 108.32205963134766, 133.90631103515625, 142.7476043701172, 206.24534606933594, 163.70196533203125, 105.6200180053711]"
2013-07-03,2013-07-09,5654.0,17050,10780.0,"[19, 20, 20, 15, 15, 17, 11]","[0, 2, 5, 17, 10, 0, 8]","[0.0, 0.00022425609735469135, 0.0, 0.0, 0.2985615337304155, 0.004723182595740696, 0.0]","[129, 153, 168, 202, 146, 105, 107]","[111.02803039550781, 131.75897216796875, 153.4730987548828, 208.08677673339844, 163.14764404296875, 105.47509765625, 121.76490020751953]"
2013-07-04,2013-07-10,5328.0,16862,11165.0,"[0, 20, 13, 0, 18, 5, 20]","[20, 5, 19, 20, 0, 13, 0]","[0.0, 0.0, 0.0, 0.0, 0.2975774096043344, 0.0, 0.0]","[153, 168, 202, 146, 105, 107, 112]","[139.2329559326172, 157.80926513671875, 209.16226196289062, 149.727294921875, 106.82044219970703, 121.1393814086914, 118.89590454101562]"
2013-07-05,2013-07-11,5166.0,15674,10730.0,"[0, 20, 19, 18, 20, 20, 20]","[20, 13, 6, 0, 0, 0, 2]","[0.02480265116879958, 0.0, 0.0019663436956101846, 0.0, 0.0, 0.0, 0.0]","[168, 202, 146, 105, 107, 112, 110]","[158.2037811279297, 208.89149475097656, 154.4700469970703, 108.85167694091797, 118.62051391601562, 119.17022705078125, 135.520263671875]"
2013-07-06,2013-07-12,4584.0,16497,10710.0,"[20, 20, 11, 10, 19, 20, 19]","[12, 6, 6, 10, 1, 0, 4]","[0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003753590323725401]","[202, 146, 105, 107, 112, 110, 129]","[207.19189453125, 164.60287475585938, 107.09272766113281, 127.81015014648438, 121.5999526977539, 137.02040100097656, 142.24929809570312]"
2013-07-07,2013-07-13,4170.0,15226,9910.0,"[17, 11, 20, 10, 8, 20, 20]","[10, 6, 0, 9, 12, 0, 2]","[0.0, 0.0, 0.0, 0.24917437016826513, 0.0, 0.29491647020659567, 0.0]","[146, 105, 107, 112, 110, 129, 172]","[169.33934020996094, 110.7723617553711, 121.61093139648438, 121.40088653564453, 133.98095703125, 142.009521484375, 190.97938537597656]"
2013-07-08,2013-07-14,4369.0,14756,10555.0,"[6, 14, 20, 20, 0, 20, 0]","[10, 4, 0, 1, 20, 9, 20]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[105, 107, 112, 110, 129, 172, 133]","[106.54876708984375, 111.75923156738281, 118.05255889892578, 131.1144256591797, 141.73683166503906, 182.22171020507812, 148.15101623535156]"
2013-07-09,2013-07-15,3614.0,15465,10580.0,"[20, 0, 0, 20, 8, 20, 16]","[0, 20, 20, 0, 20, 4, 0]","[0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3]","[107, 112, 110, 129, 172, 133, 112]","[118.78658294677734, 119.10701751708984, 134.06814575195312, 142.98403930664062, 189.27310180664062, 148.43582153320312, 100.26713562011719]"
2013-07-10,2013-07-16,4750.0,14998,9730.0,"[18, 20, 7, 20, 20, 16, 17]","[1, 0, 14, 10, 4, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0]","[112, 110, 129, 172, 133, 112, 131]","[116.5692367553711, 131.18846130371094, 137.87362670898438, 188.8620147705078, 148.77976989746094, 97.70268249511719, 101.7200698852539]"
2013-07-11,2013-07-17,4498.0,14992,10100.0,"[0, 16, 19, 6, 16, 17, 19]","[19, 6, 11, 16, 0, 0, 0]","[0.2583858359501688, 0.0, 0.0, 0.002010669291414361, 0.0, 0.0, 0.0]","[110, 129, 172, 133, 112, 131, 116]","[131.4296112060547, 138.5845184326172, 191.00413513183594, 149.947265625, 96.96043395996094, 99.95636749267578, 108.3391342163086]"
2013-07-12,2013-07-18,4838.0,14957,9660.0,"[20, 8, 20, 6, 17, 16, 20]","[2, 20, 5, 9, 0, 0, 0]","[0.0, 0.0, 0.0, 0.08380624580858193, 0.2575375850111105, 0.0, 0.0]","[129, 172, 133, 112, 131, 116, 119]","[137.05328369140625, 189.8778076171875, 153.48109436035156, 98.55895233154297, 102.48622131347656, 96.36573791503906, 119.6740951538086]"
2013-07-13,2013-07-19,5208.0,15368,9620.0,"[20, 0, 17, 20, 18, 20, 20]","[9, 20, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0]","[172, 133, 112, 131, 116, 119, 123]","[186.49264526367188, 144.1022186279297, 100.74169921875, 101.29271697998047, 106.37138366699219, 126.07950592041016, 142.23866271972656]"
2013-07-14,2013-07-20,4462.0,14982,9950.0,"[11, 16, 5, 16, 0, 20, 19]","[11, 0, 10, 1, 18, 3, 9]","[0.0, 0.03748171642175825, 6.874289314062491e-05, 0.3, 0.0, 0.014310142856776788, 0.0]","[133, 112, 131, 116, 119, 123, 179]","[143.86781311035156, 97.93568420410156, 101.62313079833984, 104.15518188476562, 126.18711853027344, 140.37286376953125, 183.0013885498047]"
2013-07-15,2013-07-21,4611.0,14729,9555.0,"[0, 12, 0, 20, 13, 20, 20]","[14, 4, 14, 0, 8, 9, 0]","[0.00027514958232490393, 0.3, 0.0007899804888740941, 0.0, 0.0, 0.0, 0.0]","[112, 131, 116, 119, 123, 179, 140]","[97.40825653076172, 99.13776397705078, 101.51148223876953, 124.6290512084961, 135.3714599609375, 181.78968811035156, 132.93780517578125]"
2013-07-16,2013-07-22,4986.0,15556,10035.0,"[0, 17, 0, 20, 20, 5, 20]","[15, 0, 19, 0, 9, 15, 0]","[0.0, 0.0, 0.253942753599997, 0.0, 0.0, 0.0, 0.08438218889142828]","[131, 116, 119, 123, 179, 140, 121]","[104.61763763427734, 104.47767639160156, 132.06407165527344, 140.17678833007812, 182.62109375, 137.2315216064453, 118.4546890258789]"
2013-07-17,2013-07-23,5145.0,16462,10365.0,"[19, 20, 20, 18, 20, 20, 11]","[0, 2, 3, 11, 3, 1, 8]","[0.0, 0.0, 0.0, 0.07827751651003896, 0.07962488150654073, 0.3, 0.0]","[116, 119, 123, 179, 140, 121, 118]","[115.4532241821289, 135.86871337890625, 144.7790069580078, 184.55201721191406, 138.98013305664062, 125.70582580566406, 120.34825134277344]"
2013-07-18,2013-07-24,5282.0,15453,10380.0,"[20, 20, 20, 20, 2, 20, 0]","[0, 0, 9, 2, 16, 0, 20]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0026589680653665987, 0.0]","[119, 123, 179, 140, 121, 118, 118]","[134.81341552734375, 142.84764099121094, 181.24508666992188, 137.6493682861328, 125.69104766845703, 124.56642150878906, 132.33628845214844]"
