Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,192,21,0,3,0.2,420.0,285.0,75.0
2,156,14,0,2,0.1,252.0,160.0,83.0
3,195,28,0,4,0.0,476.0,320.0,189.0
4,213,21,0,3,0.3,462.0,240.0,106.0
5,178,21,0,3,0.3,462.0,240.0,106.0
6,197,28,0,4,0.0,476.0,320.0,189.0
7,204,21,0,3,0.15,399.0,285.0,78.0
