start_date,end_date,lucro_otimo,unidades,hr_cost,J,X,PR,clientes_reais,clientes_previstos
2013-07-01,2013-07-07,2965.0,9847,5990.0,"[7, 4, 1, 1, 0, 4, 9]","[15, 4, 1, 17, 12, 4, 0]","[0.036962532111139146, 0.019365898751343244, 0.25460914240070515, 0.012432336760776375, 0.16910731709638605, 0.1630514334995897, 0.21196638183845856]","[156, 177, 192, 228, 249, 299, 217]","[160.38275146484375, 162.82830810546875, 158.95448303222656, 229.6181640625, 244.9892120361328, 347.9470520019531, 271.40618896484375]"
2013-07-02,2013-07-08,3223.0,9974,6155.0,"[0, 3, 0, 5, 20, 17, 0]","[15, 1, 5, 2, 5, 11, 0]","[0.15415118932356883, 0.09913346496468906, 0.008247788073964389, 0.0734079389945477, 0.025915898794016786, 0.024182408188988758, 0.21387254225002741]","[177, 192, 228, 249, 299, 217, 155]","[179.64927673339844, 175.8409881591797, 227.21324157714844, 255.47506713867188, 359.47430419921875, 276.8428039550781, 158.83180236816406]"
2013-07-03,2013-07-09,6440.0,21609,12015.0,"[17, 17, 18, 15, 13, 8, 11]","[4, 12, 15, 11, 9, 6, 13]","[0.09669746518931842, 0.23176425147277357, 0.2045103074496596, 0.09625345195219817, 0.24267931928948966, 0.17301573607344653, 0.06682117827407434]","[192, 228, 249, 299, 217, 155, 159]","[171.25770568847656, 224.9416961669922, 242.42056274414062, 363.597900390625, 299.6081848144531, 167.37692260742188, 163.05987548828125]"
2013-07-04,2013-07-10,3310.0,9479,5980.0,"[19, 20, 0, 2, 20, 0, 0]","[0, 1, 0, 19, 9, 0, 0]","[0.0, 0.018853908417055684, 0.0, 0.0, 0.03815301171315103, 0.3, 0.03940165128536866]","[228, 249, 299, 217, 155, 159, 165]","[240.23416137695312, 260.3684997558594, 369.4698486328125, 293.07952880859375, 185.12452697753906, 181.33929443359375, 200.92605590820312]"
2013-07-05,2013-07-11,3475.0,9705,6005.0,"[19, 0, 11, 15, 2, 3, 0]","[2, 10, 2, 11, 11, 0, 1]","[0.032797287324454444, 0.021038733494449784, 0.0, 0.016156802156279595, 0.0009591199615075365, 0.02510024613608883, 0.26901652715829244]","[249, 299, 217, 155, 159, 165, 161]","[238.97244262695312, 334.7201232910156, 273.74090576171875, 169.29129028320312, 173.21603393554688, 188.1007843017578, 221.45721435546875]"
2013-07-06,2013-07-12,5239.0,17785,10140.0,"[18, 19, 4, 3, 12, 16, 2]","[13, 8, 12, 12, 5, 4, 12]","[0.14791022833367698, 0.09711798469986725, 0.21675790246708218, 0.10728274575784799, 0.1808857745138606, 0.21182857683331302, 0.1254493320421536]","[299, 217, 155, 159, 165, 161, 190]","[340.0386047363281, 277.47100830078125, 144.45306396484375, 171.56822204589844, 154.7468719482422, 211.66104125976562, 234.66571044921875]"
2013-07-07,2013-07-13,2976.0,9899,5565.0,"[6, 10, 5, 4, 7, 7, 9]","[3, 9, 4, 7, 5, 1, 2]","[0.20659653664279992, 0.08851874365956824, 0.0892792257333419, 0.17301132605949565, 0.13068898924543448, 0.17744718159187856, 0.17086929085626804]","[217, 155, 159, 165, 161, 190, 254]","[265.698974609375, 176.2620391845703, 165.19432067871094, 182.05441284179688, 217.61825561523438, 237.31072998046875, 309.6499328613281]"
2013-07-08,2013-07-14,3719.0,15626,9960.0,"[6, 18, 11, 10, 6, 9, 10]","[3, 13, 18, 17, 2, 10, 4]","[0.024224218805952713, 0.06859321017498414, 0.019827250390590523, 0.27926392299464137, 0.13665477680078192, 0.22944115274047655, 0.1286471154592618]","[155, 159, 165, 161, 190, 254, 197]","[163.78712463378906, 173.94070434570312, 187.6080322265625, 215.40260314941406, 228.8759765625, 310.4270935058594, 240.27798461914062]"
2013-07-09,2013-07-15,3095.0,9781,6075.0,"[8, 9, 4, 12, 0, 9, 2]","[11, 16, 0, 8, 3, 0, 3]","[0.0, 0.0, 0.0, 0.06758450637573594, 0.10307306991323725, 0.1753587451708548, 0.1731428639100031]","[159, 165, 161, 190, 254, 197, 164]","[170.30130004882812, 188.2760467529297, 214.9426727294922, 225.33489990234375, 301.5102233886719, 237.29331970214844, 129.77084350585938]"
2013-07-10,2013-07-16,4928.0,17645,10345.0,"[1, 11, 4, 10, 9, 8, 7]","[15, 8, 11, 15, 16, 13, 8]","[0.270674229219966, 0.22315709682566567, 0.07905441486859242, 0.07947117069737915, 0.11833002672995603, 0.12396263376013032, 0.21011456349506424]","[165, 161, 190, 254, 197, 164, 192]","[181.1746063232422, 215.43276977539062, 227.85009765625, 306.733154296875, 232.5416259765625, 120.6377944946289, 164.9775848388672]"
