algorithm,mean_profit,std_profit
pso,2088.13,10.083342699720323
genetic,1992.26,21.976878759277845
de,1776.65,16.67357790037898
random,1761.6,8.48528137423857
hill_climbing,1628.9,0.45254833995938076
simulated_annealing,1450.42,0.33941125496955565
