Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,65,14,0,2,0.05,238.0,160.0,81.92699999999999
2,78,20,1,2,0.0,322.0,220.0,124.54000000000002
3,117,40,2,4,0.0,644.0,440.0,249.08000000000004
4,95,0,0,0,0.05,0.0,0.0,0.0
5,75,12,2,0,0.1,192.0,120.0,64.89600000000002
6,58,0,0,0,0.05,0.0,0.0,0.0
7,54,12,2,0,0.1,192.0,140.0,44.896000000000015
