Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,57,0,0,0,0.0,0.0,0.0,0.0
2,46,28,0,4,0.0,504.0,320.0,219.0
3,50,49,0,7,0.0,882.0,560.0,384.0
4,64,56,0,8,0.0,1008.0,640.0,439.0
5,57,56,0,8,0.0,1008.0,640.0,439.0
6,66,49,0,7,0.0,882.0,560.0,384.0
7,70,0,0,0,0.0,0.0,0.0,0.0
