objective,algorithm,mean_profit,std_profit,best_profit,worst_profit
O3_WEIGHTED,pso,0.04921935047847665,0.004047114367081127,0.05414499660314277,0.04062287991034418
O3_WEIGHTED,de,0.036367287999872724,0.0026627496040437515,0.04138509578076748,0.029687671794654234
O3_WEIGHTED,genetic,0.021764499041632565,0.003917180702853521,0.028815748925998003,0.013006984621929497
