Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,109,0,0,0,0.0,0.0,0.0,0.0
2,88,14,0,2,0.0,238.0,160.0,95.0
3,104,35,0,5,0.0,595.0,400.0,237.0
4,150,21,0,3,0.0,357.0,240.0,142.0
5,136,35,0,5,0.0,595.0,400.0,237.0
6,147,42,0,6,0.0,714.0,480.0,284.0
7,163,0,0,0,0.0,0.0,0.0,0.0
