Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,192,188,22,8,0.0,3064.0,2300.0,979.0
2,156,155,20,5,0.0,2515.0,1600.0,1091.0
3,195,195,8,21,0.0,3267.0,2160.0,1336.0
4,213,212,19,14,0.0,3490.0,2260.0,1475.0
5,178,176,13,14,0.0,2914.0,1900.0,1218.0
6,197,194,9,20,0.0,3244.0,2140.0,1331.0
7,204,203,21,11,0.0,3325.0,2515.0,1043.0
