start_date,end_date,lucro_otimo,unidades,hr_cost,J,X,PR,clientes_reais,clientes_previstos
2013-08-15,2013-08-21,3494.0,9996,6330.0,"[20, 0, 20, 20, 0, 0, 3]","[0, 0, 0, 3, 19, 0, 8]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0]","[171, 213, 312, 204, 177, 154, 190]","[190.02890014648438, 228.31167602539062, 313.321533203125, 241.66412353515625, 130.9055633544922, 176.78347778320312, 166.04876708984375]"
2013-08-16,2013-08-22,3402.0,9940,6350.0,"[20, 2, 6, 0, 13, 0, 19]","[4, 0, 18, 0, 10, 0, 0]","[0.0, 0.084353969056155, 0.0, 0.24432716947191027, 0.004487729160654192, 0.009595093279180938, 5.685090224910365e-06]","[213, 312, 204, 177, 154, 190, 181]","[226.79531860351562, 312.80511474609375, 244.90585327148438, 126.46009826660156, 168.2526397705078, 163.934326171875, 202.08009338378906]"
2013-08-17,2013-08-23,3505.0,9945,6265.0,"[20, 20, 3, 20, 0, 10, 0]","[0, 0, 14, 0, 0, 0, 7]","[0.0, 0.0, 0.0, 0.028785398560650467, 0.1490658572287671, 0.029110408842183758, 0.0]","[312, 204, 177, 154, 190, 181, 199]","[316.76519775390625, 244.5127716064453, 132.5853271484375, 166.7241973876953, 161.26539611816406, 205.8374786376953, 219.88531494140625]"
2013-08-18,2013-08-24,3432.0,9928,6320.0,"[5, 9, 17, 15, 14, 3, 4]","[3, 5, 0, 4, 4, 3, 7]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01650332637177981]","[204, 177, 154, 190, 181, 199, 304]","[248.26316833496094, 126.19391632080078, 168.41900634765625, 171.28048706054688, 206.20069885253906, 218.17599487304688, 312.25042724609375]"
2013-08-19,2013-08-25,3494.0,9996,6330.0,"[10, 0, 20, 20, 0, 16, 11]","[12, 0, 3, 3, 0, 0, 0]","[0.0, 0.25630414155031567, 0.0, 0.008416856089609435, 0.19064461419500164, 0.03046583131099325, 0.0]","[177, 154, 190, 181, 199, 304, 240]","[157.8251953125, 165.00711059570312, 170.1786651611328, 214.44168090820312, 221.19631958007812, 317.3822326660156, 241.1149139404297]"
2013-08-20,2013-08-26,3514.0,9911,6220.0,"[0, 20, 20, 13, 2, 0, 20]","[0, 0, 0, 0, 19, 0, 0]","[0.3, 0.0, 0.0, 0.0, 0.00014125061302883428, 0.06809123073241506, 0.0]","[154, 190, 181, 199, 304, 240, 168]","[178.82794189453125, 172.4862518310547, 212.17276000976562, 216.59686279296875, 309.783203125, 241.70693969726562, 174.10702514648438]"
2013-08-21,2013-08-27,3574.0,9911,6160.0,"[0, 20, 2, 20, 20, 0, 20]","[0, 0, 0, 4, 9, 0, 0]","[0.3, 0.0, 0.004113267907169292, 0.0, 0.0, 0.0, 0.0]","[190, 181, 199, 304, 240, 168, 150]","[175.07948303222656, 212.544921875, 216.14793395996094, 313.89996337890625, 241.2746124267578, 174.04458618164062, 158.86471557617188]"
2013-08-22,2013-08-28,4026.0,17416,10550.0,"[15, 3, 10, 19, 7, 5, 2]","[7, 14, 4, 19, 8, 15, 13]","[0.11631998419116427, 0.1559229269505219, 0.020759243029706997, 0.19268626228653682, 0.16906656885665913, 0.2821277796040187, 0.1467597745119996]","[181, 199, 304, 240, 168, 150, 150]","[226.00344848632812, 220.79759216308594, 328.63818359375, 237.68617248535156, 173.74842834472656, 155.75885009765625, 173.86404418945312]"
2013-08-23,2013-08-29,3623.0,9973,6140.0,"[4, 20, 20, 20, 0, 2, 0]","[19, 0, 7, 0, 1, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.2554567249986916, 0.0, 0.0]","[199, 304, 240, 168, 150, 150, 172]","[212.9885711669922, 316.0941162109375, 229.93873596191406, 164.17803955078125, 152.90333557128906, 174.68319702148438, 163.4646453857422]"
2013-08-24,2013-08-30,3273.0,9668,6185.0,"[5, 19, 18, 1, 17, 2, 13]","[8, 0, 1, 0, 9, 1, 0]","[0.0, 0.0, 0.03580101251804634, 0.15983925501601867, 0.0, 0.0, 0.0]","[304, 240, 168, 150, 150, 172, 213]","[309.275634765625, 235.24449157714844, 171.3377227783203, 151.9160919189453, 171.2921905517578, 166.5836639404297, 203.14663696289062]"
2013-08-25,2013-08-31,3224.0,9660,6150.0,"[20, 16, 2, 6, 16, 1, 0]","[3, 1, 0, 19, 8, 0, 0]","[1.3499579587252628e-05, 0.0, 0.25288272552025415, 0.02216958675013918, 0.0, 0.26040214222549685, 0.008541069900954334]","[240, 168, 150, 150, 172, 213, 340]","[239.18174743652344, 165.41065979003906, 145.39291381835938, 169.93649291992188, 163.4476776123047, 196.82180786132812, 322.345703125]"
2013-08-26,2013-09-01,1666.0,11166,6645.0,"[2, 14, 5, 0, 0, 18, 6]","[5, 14, 5, 0, 14, 1, 6]","[0.13559235771498737, 0.2673861401290123, 0.19297661017009915, 0.050655653940829805, 0.2274477146050325, 0.2679908224549094, 0.20664181585282193]","[168, 150, 150, 172, 213, 340, 272]","[171.34950256347656, 150.29412841796875, 167.74192810058594, 169.0225830078125, 205.46347045898438, 317.5942077636719, 238.80740356445312]"
2013-08-27,2013-09-02,4533.0,20061,12340.0,"[8, 3, 16, 16, 3, 7, 19]","[4, 15, 15, 14, 11, 14, 18]","[0.0852939511909668, 0.23610117326963728, 0.21596738960837494, 0.04353300817051515, 0.25381198480370204, 0.24863059747015856, 0.18238306142734298]","[150, 150, 172, 213, 340, 272, 304]","[152.21414184570312, 167.3096923828125, 165.18661499023438, 203.20089721679688, 313.41107177734375, 235.25741577148438, 210.86111450195312]"
2013-08-28,2013-09-03,3714.0,9911,6020.0,"[20, 20, 0, 15, 20, 0, 0]","[0, 0, 19, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.026890359019279948, 0.0, 0.3, 0.0]","[150, 172, 213, 340, 272, 304, 122]","[174.44432067871094, 160.9632110595703, 189.52227783203125, 335.6777648925781, 219.51974487304688, 199.3150177001953, 166.41197204589844]"
2013-08-29,2013-09-04,3452.0,9994,6150.0,"[7, 20, 20, 2, 6, 11, 0]","[0, 0, 12, 2, 12, 0, 0]","[0.2553955774601011, 0.0013349851918307998, 0.013101130777414281, 0.0, 0.008765704717377754, 0.0, 0.27723711298513104]","[172, 213, 340, 272, 304, 122, 109]","[163.65528869628906, 196.90914916992188, 319.06573486328125, 228.83824157714844, 198.03607177734375, 184.95480346679688, 153.26377868652344]"
2013-08-30,2013-09-05,3676.0,10017,6070.0,"[18, 4, 10, 20, 20, 0, 1]","[13, 0, 0, 8, 0, 0, 0]","[0.0, 0.21225157040578072, 0.0, 0.0, 0.0, 0.3, 0.0]","[213, 340, 272, 304, 122, 109, 122]","[197.50192260742188, 321.072021484375, 226.03793334960938, 203.39332580566406, 176.22732543945312, 155.067138671875, 155.830078125]"
2013-08-31,2013-09-06,3032.0,9588,6360.0,"[6, 19, 19, 0, 0, 3, 9]","[7, 0, 10, 0, 19, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[340, 272, 304, 122, 109, 122, 159]","[315.9766845703125, 229.14141845703125, 199.2465057373047, 180.7247772216797, 153.86659240722656, 156.32601928710938, 168.88255310058594]"
2013-09-01,2013-09-07,3712.0,9928,6040.0,"[14, 20, 20, 0, 20, 0, 0]","[20, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0]","[272, 304, 122, 109, 122, 159, 245]","[223.93228149414062, 194.3993377685547, 171.157470703125, 150.15550231933594, 165.3148651123047, 168.65159606933594, 274.1219787597656]"
2013-09-02,2013-09-08,2971.0,9736,6350.0,"[5, 7, 3, 7, 0, 9, 9]","[12, 3, 13, 7, 5, 2, 4]","[0.0, 0.0, 0.0, 0.1388342267882014, 0.04582013049211752, 0.0, 0.0]","[304, 122, 109, 122, 159, 245, 181]","[188.68617248535156, 180.90708923339844, 143.06072998046875, 159.88043212890625, 171.66659545898438, 269.5872802734375, 239.62460327148438]"
2013-09-03,2013-09-09,2908.0,9367,6250.0,"[0, 20, 20, 14, 0, 19, 0]","[0, 0, 0, 14, 7, 0, 0]","[0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[122, 109, 122, 159, 245, 181, 132]","[192.56610107421875, 158.47695922851562, 177.02659606933594, 182.14393615722656, 265.4047546386719, 240.8909912109375, 153.50535583496094]"
