Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,57,14,0,2,0.1,266.0,190.0,66.0
2,46,14,0,2,0.1,266.0,160.0,96.0
3,50,14,0,2,0.05,266.0,160.0,110.0
4,64,21,0,3,0.05,399.0,240.0,166.0
5,57,14,0,2,0.1,266.0,160.0,96.0
6,66,21,0,3,0.25,462.0,240.0,131.0
7,70,14,0,2,0.3,336.0,190.0,62.0
