store,objective,pr_type,algorithm,mean_profit,std_profit
lancaster,O3,coarse,random,-0.015530566995387693,0.038137453167088234
lancaster,O3,coarse,hill_climbing,-0.43524276224649305,0.1965014247745927
lancaster,O3,coarse,simulated_annealing,-0.49673408200302127,0.2003120442523229
lancaster,O3,coarse,genetic,0.17386595560571655,0.026257130400211406
lancaster,O3,coarse,pso,0.18759608803466127,0.0239107189577364
lancaster,O3,coarse,de,0.17026424686562194,0.012972182131813793
lancaster,O3,fine,random,-0.01295546249431448,0.03794776578778651
lancaster,O3,fine,hill_climbing,-0.43524276224649305,0.1965014247745927
lancaster,O3,fine,simulated_annealing,-0.5000801050387742,0.2010016256396727
lancaster,O3,fine,genetic,0.17007039291725523,0.02351169593760648
lancaster,O3,fine,pso,0.18422350664384715,0.025457728911234635
lancaster,O3,fine,de,0.16862034991800615,0.010667773036895143
