Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,93,21,0,3,0.2,420.0,285.0,75.0
2,77,21,0,3,0.15,399.0,240.0,123.0
3,87,21,0,3,0.0,357.0,240.0,142.0
4,113,21,0,3,0.2,420.0,240.0,120.0
5,99,21,0,3,0.0,357.0,240.0,142.0
6,107,21,0,3,0.1,378.0,240.0,124.0
7,119,7,0,1,0.2,140.0,95.0,25.0
