Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,76,0,0,0,0.2,0.0,0.0,0.0
2,94,0,0,0,0.0,0.0,0.0,0.0
3,169,30,5,0,0.0,450.0,300.0,181.5
4,101,0,0,0,0.0,0.0,0.0,0.0
5,72,0,0,0,0.0,0.0,0.0,0.0
6,50,0,0,0,0.3,0.0,0.0,0.0
7,38,0,0,0,0.0,0.0,0.0,0.0
