objective,algorithm,mean_profit,std_profit,best_profit,worst_profit
O3,pso,1456.0900000000008,0.0,1456.0900000000008,1456.0900000000008
O3,de,1326.4775000000004,0.0,1326.4775000000004,1326.4775000000004
O3,genetic,1055.260500000001,0.0,1055.260500000001,1055.260500000001
O3,nsga2,830.9310000000006,0.0,830.9310000000006,830.9310000000006
O3,hill_climbing,591.0870000000007,0.0,591.0870000000007,591.0870000000007
O3,simulated_annealing,537.1460000000006,0.0,537.1460000000006,537.1460000000006
O3,random,476.0600000000007,0.0,476.0600000000007,476.0600000000007
