Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,65,28,0,4,0.0,476.0,320.0,189.32000000000005
2,78,0,0,0,0.0,0.0,0.0,0.0
3,117,0,0,0,0.0,0.0,0.0,0.0
4,95,0,0,0,0.0,0.0,0.0,0.0
5,75,0,0,0,0.0,0.0,0.0,0.0
6,58,0,0,0,0.0,0.0,0.0,0.0
7,54,0,0,0,0.0,0.0,0.0,0.0
