Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,141,0,0,0,0.0,0.0,0.0,0.0
2,155,0,0,0,0.0,0.0,0.0,0.0
3,272,264,44,0,0.0,4224.0,2640.0,1879.6800000000003
4,200,0,0,0,0.0,0.0,0.0,0.0
5,134,132,22,0,0.0,2112.0,1320.0,939.8400000000001
6,116,0,0,0,0.0,0.0,0.0,0.0
7,131,0,0,0,0.0,0.0,0.0,0.0
