start_date,end_date,lucro_otimo,unidades,hr_cost,J,X,PR,clientes_reais,clientes_previstos
2013-07-01,2013-07-07,2802.0,9951,6090.0,"[14, 0, 0, 0, 1, 4, 0]","[0, 10, 14, 15, 20, 0, 2]","[0.005464576613140409, 0.027472571769599132, 0.0, 0.015480717307158772, 0.2954941145210333, 0.07209537356082853, 0.0]","[105, 120, 129, 153, 168, 202, 146]","[87.6766586303711, 90.27943420410156, 101.28187561035156, 149.755126953125, 145.4429931640625, 201.59666442871094, 165.23147583007812]"
2013-07-02,2013-07-08,3226.0,9966,6450.0,"[0, 17, 6, 20, 0, 2, 0]","[11, 1, 14, 0, 4, 6, 8]","[0.0, 0.0, 0.0, 0.0, 0.29880370675352913, 0.0, 0.0]","[120, 129, 153, 168, 202, 146, 105]","[81.10140228271484, 108.32205963134766, 133.90631103515625, 142.7476043701172, 206.24534606933594, 163.70196533203125, 105.6200180053711]"
2013-07-03,2013-07-09,3248.0,9711,6060.0,"[6, 17, 16, 0, 16, 0, 20]","[6, 3, 0, 8, 0, 0, 0]","[0.0, 0.0010501322890285767, 0.08918295455472117, 0.0816612024194828, 0.024116507384567564, 0.2638667881468425, 0.07514519475617307]","[129, 153, 168, 202, 146, 105, 107]","[111.02803039550781, 131.75897216796875, 153.4730987548828, 208.08677673339844, 163.14764404296875, 105.47509765625, 121.76490020751953]"
2013-07-04,2013-07-10,3347.0,9879,6145.0,"[3, 20, 20, 18, 0, 6, 9]","[0, 5, 1, 6, 0, 1, 4]","[0.004449814391381257, 0.03468153519939886, 0.0, 0.0, 0.3, 0.28513127994589776, 0.0]","[153, 168, 202, 146, 105, 107, 112]","[139.2329559326172, 157.80926513671875, 209.16226196289062, 149.727294921875, 106.82044219970703, 121.1393814086914, 118.89590454101562]"
2013-07-05,2013-07-11,3654.0,9911,6140.0,"[20, 11, 17, 18, 0, 5, 1]","[0, 1, 6, 0, 15, 0, 0]","[0.0, 0.0, 0.0, 0.0012067738439630112, 8.880779317927541e-05, 0.0, 0.002967085282476761]","[168, 202, 146, 105, 107, 112, 110]","[158.2037811279297, 208.89149475097656, 154.4700469970703, 108.85167694091797, 118.62051391601562, 119.17022705078125, 135.520263671875]"
2013-07-06,2013-07-12,2238.0,9504,6350.0,"[4, 9, 9, 2, 6, 9, 8]","[3, 5, 1, 7, 7, 12, 4]","[0.07968394052700836, 0.09071517474031189, 0.11573364902381228, 0.18742559398181713, 0.0358430344093822, 0.01631348626115263, 0.22331772572551895]","[202, 146, 105, 107, 112, 110, 129]","[207.19189453125, 164.60287475585938, 107.09272766113281, 127.81015014648438, 121.5999526977539, 137.02040100097656, 142.24929809570312]"
2013-07-07,2013-07-13,3022.0,9555,6220.0,"[20, 0, 17, 0, 18, 16, 4]","[0, 14, 1, 0, 4, 0, 0]","[0.0, 0.0, 0.0033673693303808375, 0.3, 4.7712816516279685e-05, 0.0, 0.3]","[146, 105, 107, 112, 110, 129, 172]","[169.33934020996094, 110.7723617553711, 121.61093139648438, 121.40088653564453, 133.98095703125, 142.009521484375, 190.97938537597656]"
2013-07-08,2013-07-14,3424.0,9656,6100.0,"[8, 17, 11, 18, 20, 0, 18]","[0, 0, 2, 3, 0, 0, 0]","[0.0, 0.0, 0.0, 0.018929203662835903, 0.0, 0.29961774415649517, 0.0]","[105, 107, 112, 110, 129, 172, 133]","[106.54876708984375, 111.75923156738281, 118.05255889892578, 131.1144256591797, 141.73683166503906, 182.22171020507812, 148.15101623535156]"
2013-07-09,2013-07-15,3401.0,9724,6195.0,"[14, 0, 20, 20, 20, 5, 6]","[4, 0, 0, 0, 0, 1, 6]","[0.026555760896737352, 0.3, 0.0, 0.0002449712571262249, 0.0, 0.0, 0.009909775746686215]","[107, 112, 110, 129, 172, 133, 112]","[118.78658294677734, 119.10701751708984, 134.06814575195312, 142.98403930664062, 189.27310180664062, 148.43582153320312, 100.26713562011719]"
2013-07-10,2013-07-16,3479.0,9693,6045.0,"[16, 0, 20, 20, 20, 5, 0]","[3, 0, 0, 9, 1, 1, 0]","[0.0, 0.23619051273243305, 0.0, 0.0, 0.0, 0.08815507885284775, 0.0]","[112, 110, 129, 172, 133, 112, 131]","[116.5692367553711, 131.18846130371094, 137.87362670898438, 188.8620147705078, 148.77976989746094, 97.70268249511719, 101.7200698852539]"
