Dia,Clientes,Atendidos,Juniores,Experts,Promocao,Unidades,Custo_RH,Lucro
1,192,28,0,4,0.0,476.0,380.0,129.0
2,156,21,0,3,0.15,399.0,240.0,123.0
3,195,21,0,3,0.2,420.0,240.0,120.0
4,213,21,0,3,0.3,462.0,240.0,106.0
5,178,28,0,4,0.05,476.0,320.0,164.0
6,197,21,0,3,0.1,378.0,240.0,124.0
7,204,28,0,4,0.0,476.0,380.0,129.0
