Date,Num_Employees,Num_Customers,Pct_On_Sale,TouristEvent,Sales,Num_Customers_Clean,Day_of_Week,Is_Weekend,Month,Quarter,Day_of_Year,Is_Black_Friday,Is_Memorial_Day,Is_Holiday,Holiday_Nearby,Is_Tourist_Event,Event_Nearby,Lag_Customers_1,Lag_Customers_7,Lag_Customers_14,Rolling_Mean_7,Rolling_Std_7,Rolling_Mean_30
2012-09-01,50,346,12.87,No,57587,346.0,6,1,9,3,245,0,0,0,0,0,0,219.0,345.0,286.0,202.71428571428572,73.84604319283521,213.63333333333333
2012-09-02,41,299,10.89,No,63844,299.0,7,1,9,3,246,0,0,0,1,0,0,346.0,244.0,218.0,202.85714285714286,74.1674424785533,217.76666666666668
2012-09-03,19,304,9.82,No,63584,304.0,1,0,9,3,247,0,0,1,0,0,0,299.0,164.0,143.0,210.71428571428572,81.77553482086245,220.03333333333333
2012-09-04,21,119,8.12,No,49566,119.0,2,0,9,3,248,0,0,0,1,0,0,304.0,164.0,168.0,230.71428571428572,85.48238470724887,219.83333333333334
2012-09-05,24,110,8.13,No,59376,110.0,3,0,9,3,249,0,0,0,0,0,0,119.0,139.0,168.0,224.28571428571428,92.721292566692,215.7
2012-09-06,30,148,6.9,No,53397,148.0,4,0,9,3,250,0,0,0,0,0,0,110.0,144.0,190.0,220.14285714285714,97.68218631771875,213.63333333333333
2012-09-07,29,168,7.47,No,46680,168.0,5,0,9,3,251,0,0,0,0,0,0,148.0,219.0,257.0,220.71428571428572,97.17289451576208,212.83333333333334
2012-09-08,24,228,6.8,No,66426,228.0,6,1,9,3,252,0,0,0,0,0,0,168.0,346.0,345.0,213.42857142857142,99.2133343572612,211.56666666666666
2012-09-09,44,182,6.53,No,58921,182.0,7,1,9,3,253,0,0,0,0,0,1,228.0,299.0,244.0,196.57142857142858,81.35079828097797,212.86666666666667
2012-09-10,50,414,8.22,Yes,78926,414.0,1,0,9,3,254,0,0,0,0,1,1,182.0,304.0,164.0,179.85714285714286,67.66690124284918,210.53333333333333
2012-09-11,60,473,5.89,Yes,107188,473.0,2,0,9,3,255,0,0,0,0,1,1,414.0,119.0,164.0,195.57142857142858,104.20789660234823,214.7
2012-09-12,43,461,8.57,Yes,59675,461.0,3,0,9,3,256,0,0,0,0,1,1,473.0,110.0,139.0,246.14285714285714,140.4497876721174,222.2
2012-09-13,25,156,9.14,No,51733,156.0,4,0,9,3,257,0,0,0,0,0,1,461.0,148.0,144.0,296.2857142857143,146.2790874615078,231.53333333333333
2012-09-14,29,173,8.37,No,53967,173.0,5,0,9,3,258,0,0,0,0,0,0,156.0,168.0,219.0,297.42857142857144,144.9527016453496,231.0
2012-09-15,32,250,9.47,No,72378,250.0,6,1,9,3,259,0,0,0,0,0,0,173.0,228.0,346.0,298.14285714285717,144.21907937975084,230.73333333333332
2012-09-16,25,182,7.09,No,55815,182.0,7,1,9,3,260,0,0,0,0,0,0,250.0,182.0,299.0,301.2857142857143,142.66711170380083,230.66666666666666
2012-09-17,20,123,5.81,No,49625,123.0,1,0,9,3,261,0,0,0,0,0,0,182.0,414.0,304.0,301.2857142857143,142.66711170380083,228.73333333333332
2012-09-18,19,110,8.34,No,56618,110.0,2,0,9,3,262,0,0,0,0,0,0,123.0,473.0,119.0,259.7142857142857,146.68982501150091,223.3
2012-09-19,17,110,6.06,No,51181,110.0,3,0,9,3,263,0,0,0,0,0,0,110.0,461.0,110.0,207.85714285714286,120.55901538448363,219.7
2012-09-20,57,152,9.45,No,54540,152.0,4,0,9,3,264,0,0,0,0,0,0,110.0,156.0,148.0,157.71428571428572,50.16876281018602,218.6
2012-09-21,42,186,9.54,No,64774,186.0,5,0,9,3,265,0,0,0,0,0,0,152.0,173.0,168.0,157.14285714285714,50.21430264850974,218.06666666666666
2012-09-22,43,296,6.75,No,63478,296.0,6,1,9,3,266,0,0,0,0,0,0,186.0,250.0,228.0,159.0,51.13055185828993,218.66666666666666
2012-09-23,42,216,10.45,No,48914,216.0,7,1,9,3,267,0,0,0,0,0,0,296.0,182.0,182.0,165.57142857142858,65.66545805027425,222.2
2012-09-24,19,119,9.75,No,43787,119.0,1,0,9,3,268,0,0,0,0,0,0,216.0,123.0,414.0,170.42857142857142,68.28825458514564,220.83333333333334
